name,sport,division,conference,nickname,nickname_plural,mascot,primary_color,secondary_color,logo_url,identity_source,identity_notes,conference_champion_2025,conference_champion_name,conference_champion_source,academic_rating,soccer_score
"Saint Ambrose University",womens-soccer,NAIA,"Chicagoland Collegiate Athletic Conference","Fighting Bees",1,,#00529b,,,"wikipedia:St. Ambrose University",,1,CCAC,agent-research:2025-womens-soccer,6.8,56.15
"Saint Anselm",womens-soccer,"NCAA D2","Northeast-10 Conference",Hawks,1,,#143E5F,,https://upload.wikimedia.org/wikipedia/commons/6/6b/Saint_Anselm_College_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Anselm College",,1,Northeast-10,agent-research:2025-womens-soccer,7.0,59.52
"Saint Elizabeth University",womens-soccer,"NCAA D3","United East Conference",Eagles,1,Eagle,,,https://upload.wikimedia.org/wikipedia/commons/3/37/St_elizabeth_univ_nj_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Elizabeth University",,,,,,36.92
"Saint John Fisher University",womens-soccer,"NCAA D3","Empire 8",Cardinals,1,"Beaks The Cardinal",,,https://upload.wikimedia.org/wikipedia/commons/3/3d/Fisger_univ_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. John Fisher University",,1,"Empire 8",agent-research:2025-womens-soccer,6.5,47.6
"Saint Joseph's",womens-soccer,"NCAA D1","Atlantic 10",Hawks,1,"The Hawk",#9E1b32,#6C6F70,https://upload.wikimedia.org/wikipedia/en/5/54/Saint_Joseph%27s_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Joseph's University",,,,,7.2,68.5
"Saint Leo",womens-soccer,"NCAA D2","Sunshine State Conference",Lions,1,"""Fritz""",#008000,#FFCC00,https://upload.wikimedia.org/wikipedia/en/e/e9/Saint_Leo_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Leo University",,,,,5.4,53.74
"Saint Louis",womens-soccer,"NCAA D1","Atlantic 10",Billikens,1,,#003DA5,#FFFFFF,https://upload.wikimedia.org/wikipedia/en/4/4b/Saint_Louis_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Louis University",,,,,7.8,84.13
"Saint Martin's",womens-soccer,"NCAA D2","Great Northwest Athletic Conference",Saints,1,,,,https://upload.wikimedia.org/wikipedia/en/a/ab/Saint_martin_univ_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Martin's University",,,,,5.4,45.29
"Saint Mary's",womens-soccer,"NCAA D1","West Coast",Belles,1,Belle,,,https://upload.wikimedia.org/wikipedia/commons/2/26/SMC_Logo_CMYK.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Mary's College (Indiana)",,,,,8.2,81.44
"Saint Mary's College (IN)",womens-soccer,"NCAA D3","Michigan Intercollegiate Athletic Association",Gaels,1,Gael,#D80024,#06315B,https://upload.wikimedia.org/wikipedia/commons/9/97/Saint_Mary%27s_College_CA_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Mary's College of California",,,,,,39.81
"Saint Mary's University of Minnesota",womens-soccer,"NCAA D3","Minnesota Intercollegiate Athletic Conference",Cardinals,1,Cardinal,#213F64,#DA1A32,https://upload.wikimedia.org/wikipedia/commons/d/d8/St_mary_univ_minnesota_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Mary's University of Minnesota",,,,,,46.68
"Saint Mary-of-the-Woods College",womens-soccer,NAIA,"River States Conference",Pomeroys,1,Onyx,#579ed2,,https://upload.wikimedia.org/wikipedia/commons/5/55/Logo_of_SMWC.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Mary-of-the-Woods College",,,,,,37.88
"Saint Michael's",womens-soccer,"NCAA D2","Northeast-10 Conference","Purple Knights",1,,#652d8a,#cfab7a,https://upload.wikimedia.org/wikipedia/commons/3/3c/St_michaels_college_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Michael's College",,,,,7.0,65.03
"Saint Norbert College",womens-soccer,"NCAA D3","Northern Athletics Collegiate Conference","Green Knights",1,,#1a472b,#edbd3d,https://upload.wikimedia.org/wikipedia/en/1/14/St._Norbert_College_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. Norbert College",,,,,,36.0
"Saint Peter's",womens-soccer,"NCAA D1",Metro,Peacocks,1,"Peter the Peacock",#003C71,#0072CE,https://upload.wikimedia.org/wikipedia/en/3/3b/Saint_Peter%27s_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Peter's University",,,,,4.8,65.57
"Saint Vincent College",womens-soccer,"NCAA D3","Presidents' Athletic Conference",Bearcats,1,Bearcat,#1e5632,#daad28,https://upload.wikimedia.org/wikipedia/commons/e/e2/St_vincent_college_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Vincent College",,,,,6.5,49.29
"Saint Xavier University",womens-soccer,NAIA,"Chicagoland Collegiate Athletic Conference",Cougars,1,Cougar,,,https://upload.wikimedia.org/wikipedia/en/f/fc/Saint_Xavier_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Saint Xavier University",,,,,,50.93
Salem,womens-soccer,"NCAA D2",Independent,Tigers,1,Tiger,,,https://upload.wikimedia.org/wikipedia/commons/2/29/Salem_University_logo_green.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,athletics-domain:salemtigers.com,"nickname recovered from the school's own athletics hostname; its Wikipedia article states none. Confirmed by that site's title (""Salem University Athletics - Official Athletics Website"").",,,,4.6,39.0
"Salem College",womens-soccer,"NCAA D3","USA South Athletic Conference",Spirits,1,,,,https://upload.wikimedia.org/wikipedia/commons/5/5d/Salem_college_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Salem College",,,,,,35.14
"Salem State University",womens-soccer,"NCAA D3","Massachusetts State Collegiate Athletic Conference",Vikings,1,,#273683,#E26A32,https://upload.wikimedia.org/wikipedia/en/4/4c/Salem_State_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Salem State University",,,,,,35.79
"Salisbury University",womens-soccer,"NCAA D3","Coast-to-Coast Athletic Conference","Sea Gulls",1,"Sammy the Sea Gull",,,https://upload.wikimedia.org/wikipedia/commons/0/04/Salisbury_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Salisbury University",,,,,6.5,39.28
"Salve Regina University",womens-soccer,"NCAA D3","New England Women's and Men's Athletic Conference",Seahawks,1,Seahawk,#002855,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/1/1e/Salve_regina_univ_centerlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Salve Regina University",,,,,6.5,33.71
"Sam Houston",womens-soccer,"NCAA D1",CUSA,Bearkats,1,"Sammy Bearkat",,,https://upload.wikimedia.org/wikipedia/commons/c/cf/Sam_Houston_State_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Sam Houston State University",,,,,,70.84
Samford,womens-soccer,"NCAA D1",Southern,Bulldogs,1,Sam,,,https://upload.wikimedia.org/wikipedia/en/1/17/Official_Samford_University_logo_-_2016.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Samford University",,1,SoCon,"wikipedia:2025 NCAA Division I women's soccer tournament",,78.46
"San Diego",womens-soccer,"NCAA D1","West Coast",Tritons,1,"King Triton",#182B49,#00629B,https://upload.wikimedia.org/wikipedia/commons/c/cc/University_of_California%2C_San_Diego_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of California, San Diego",,,,,8.0,64.63
"San Diego State",womens-soccer,"NCAA D1",Pac-12,Aztecs,1,"Aztec warrior",#D41736,#000000,https://upload.wikimedia.org/wikipedia/commons/5/59/San_Diego_State_University_primary_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:San Diego State University",,,,,7.8,75.34
"San Francisco",womens-soccer,"NCAA D1","West Coast",Dons,1,"The Don, a Spanish nobleman",#00543C,#FDBB30,https://upload.wikimedia.org/wikipedia/en/0/0a/University_of_San_Francisco_%28logo%29.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of San Francisco",,,,,8.0,69.19
"San Francisco State",womens-soccer,"NCAA D2","California Collegiate Athletic Association",Gators,1,Gator,#231161,#CD9700,,"wikipedia:San Francisco State University",,,,,5.3,42.93
"San Jose State",womens-soccer,"NCAA D1","Mountain West",Spartans,1,"Sammy Spartan",#0055A2,#E5A823,https://upload.wikimedia.org/wikipedia/commons/0/00/San_Jose_State_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:San Jose State University",,,,,6.2,60.8
"Santa Clara",womens-soccer,"NCAA D1","West Coast",Broncos,1,"Bucky Bronco",,,https://upload.wikimedia.org/wikipedia/commons/3/35/Santa_Clara_University_Text_Logo_Stacked.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Santa Clara University",,,,,8.8,82.61
"Sarah Lawrence College",womens-soccer,"NCAA D3","Skyline Conference",,,Gryphons,,,https://upload.wikimedia.org/wikipedia/commons/3/32/Sarahlawrence_college_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Sarah Lawrence College",,,,,8.8,45.64
"Savannah College of Art and Design",womens-soccer,NAIA,"Sun Conference",Bees,1,"Art the Bee",,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Scad_college_art_design_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Savannah College of Art and Design",,,,,,59.74
"Schreiner University",womens-soccer,"NCAA D3","Southern Collegiate Athletic Conference",Mountaineers,1,"Monty the Mountain Lion",#892034,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/1/13/Schreiner_univ_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Schreiner University",,,,,,35.28
"Scripps College",womens-soccer,"NCAA D3","Southern California Intercollegiate Athletic Conference",Athenas,1,"(""she who sows"")",#34745c,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Scripps_College_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Scripps College",,,,,,47.66
Seattle,womens-soccer,"NCAA D1","West Coast",Redhawks,1,"Rudy the Redhawk",,,https://upload.wikimedia.org/wikipedia/commons/e/eb/Seattle_University_Logo_red_background.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Seattle University",,,,,6.8,81.98
"Seattle Pacific",womens-soccer,"NCAA D2","Great Northwest Athletic Conference",Falcons,1,"Talon the Falcon",,,https://upload.wikimedia.org/wikipedia/commons/0/05/Seattle_pacific_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Seattle Pacific University",,,,,5.4,61.73
"Seton Hall",womens-soccer,"NCAA D1","Big East",Pirates,1,Pirate,#004488,#A2AAAD,https://upload.wikimedia.org/wikipedia/en/e/e6/Seton_Hall_University_Logotype.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Seton Hall University",,,,,7.4,67.76
"Seton Hill",womens-soccer,"NCAA D2","Pennsylvania State Athletic Conference",Griffins,1,Griffin,,,https://upload.wikimedia.org/wikipedia/commons/8/84/Seton_hill_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Seton Hill University",,,,,5.4,50.96
"Sewanee: The University of the South",womens-soccer,"NCAA D3","Southern Athletic Association",Tigers,1,,#582C83,#FFB81C,https://upload.wikimedia.org/wikipedia/commons/2/2b/Sewanee.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Sewanee: The University of the South",,,,,,51.51
Shaw,womens-soccer,"NCAA D2",Independent,Bears,1,"The Bear",,,https://upload.wikimedia.org/wikipedia/commons/8/87/Shaw_university_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Shaw University",,,,,4.6,63.01
"Shawnee State University",womens-soccer,NAIA,"River States Conference",Bears,1,,#013e7d,#c5c6c8,https://upload.wikimedia.org/wikipedia/en/1/13/ShawneeStateU.PNG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Shawnee State University",,,,,,42.86
"Shenandoah University",womens-soccer,"NCAA D3","Old Dominion Athletic Conference",Hornets,1,,#98002E,#002D62,https://upload.wikimedia.org/wikipedia/commons/7/77/Shenandoah_univ_virginia_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Shenandoah University",,,,,6.5,44.13
Shepherd,womens-soccer,"NCAA D2","Pennsylvania State Athletic Conference",Rams,1,"JC the Ram",#FABD00,#011e41,https://upload.wikimedia.org/wikipedia/commons/e/ed/Sheph_university_brand_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Shepherd University",,1,PSAC,agent-research:2025-womens-soccer,5.4,65.43
Shippensburg,womens-soccer,"NCAA D2","Pennsylvania State Athletic Conference",Raiders,1,"Big Red and Shippo the Hippo",,,https://upload.wikimedia.org/wikipedia/commons/8/80/Shippensburg_university_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Shippensburg University",,,,,5.4,51.26
Shorter,womens-soccer,"NCAA D2","Conference Carolinas",Hawks,1,"Alfred the Hawk",,,https://upload.wikimedia.org/wikipedia/commons/0/02/Shorter_univ_simplelogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Shorter University",,,,,4.6,38.0
Siena,womens-soccer,"NCAA D1",Metro,Saints,1,"Bernie ""Saint"" Bernard (St. Bernard Dog)",#008933,#FFC91F,,"wikipedia:Siena University (New York)",,,,,5.8,70.54
"Siena Heights University",womens-soccer,NAIA,"Wolverine-Hoosier Athletic Conference",Saints,1,"Halo the Husky Dog",,,https://upload.wikimedia.org/wikipedia/en/e/e7/Siena_Heights_University_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Siena Heights University",,,,,5.6,54.92
Simmons,womens-soccer,"NCAA D3",,,,,,,,,"Added for coaching-contact coverage; soccer_score/academic_rating are placeholders",,,,6.0,38.0
"Simon Fraser",womens-soccer,"NCAA D2","Great Northwest Athletic Conference","Red Leafs",1,"Red Leafs",#CC0633,#A6192E,https://upload.wikimedia.org/wikipedia/en/9/97/Simon_Fraser_University_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Simon Fraser University",,1,GNAC,agent-research:2025-womens-soccer,7.2,63.87
"Simpson College",womens-soccer,"NCAA D3","American Rivers Conference","The Storm",0,"Thunder the Elephant",#9F0129,#F7AF00,https://upload.wikimedia.org/wikipedia/commons/9/98/Simpson_college_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Simpson College",,,,,,50.3
"Simpson University",womens-soccer,NAIA,"California Pacific Conference","Red Hawks",1,,#d90000,,,"wikipedia:Simpson University",,,,,,47.57
"Sioux Falls",womens-soccer,"NCAA D2","Northern Sun Intercollegiate Conference",Cougars,1,,#4c3391,,https://upload.wikimedia.org/wikipedia/commons/6/6c/Usf_sioux_falls_full_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of Sioux Falls",,,,,,45.35
"Skidmore College",womens-soccer,"NCAA D3","Liberty League",Thoroughbreds,1,Thoroughbreds,#1f6855,#ffcc00,https://upload.wikimedia.org/wikipedia/commons/d/df/Skidmore_college_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Skidmore College",,,,,9.2,45.29
"Slippery Rock",womens-soccer,"NCAA D2","Pennsylvania State Athletic Conference",,,"Rocky – The Pride of the Rock",,,https://upload.wikimedia.org/wikipedia/commons/3/3b/Slippery_rock_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Slippery Rock University",,,,,5.4,63.8
"Smith College",womens-soccer,"NCAA D3","New England Women's and Men's Athletic Conference",Bears,1,,,,https://upload.wikimedia.org/wikipedia/commons/3/37/Smith_college_textlogo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Smith College",,,,,10.0,35.54
"Soka University of America",womens-soccer,NAIA,"Great Southwest Athletic Conference",Lions,1,Lion,#10147f,#ffc72a,,"wikipedia:Soka University of America",,,,,,49.05
"South Alabama",womens-soccer,"NCAA D1","Sun Belt",Jaguars,1,"South Paw / Miss Pawla",,,https://upload.wikimedia.org/wikipedia/commons/a/a1/University_of_South_Alabama_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of South Alabama",,,,,,79.5
"South Carolina",womens-soccer,"NCAA D1",SEC,Gamecocks,1,Cocky,,,https://upload.wikimedia.org/wikipedia/en/5/56/University_of_South_Carolina_horizontal_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of South Carolina",,,,,7.9,88.52
"South Carolina Aiken",womens-soccer,"NCAA D2","Peach Belt Conference",Pacers,1,"Ace the Pacer",#002341,#FF0039,,"wikipedia:University of South Carolina Aiken",,,,,5.4,51.63
"South Carolina Beaufort",womens-soccer,"NCAA D2","Peach Belt Conference","Sand Sharks",1,Finnegan,,,https://upload.wikimedia.org/wikipedia/en/3/3c/USC_Beaufort_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of South Carolina Beaufort",,,,,,61.26
"South Carolina State",womens-soccer,"NCAA D1",Independent,Bulldogs,1,,#993333,#003366,,"wikipedia:South Carolina State University",,,,,7.9,55.0
"South Dakota",womens-soccer,"NCAA D1",Summit,Coyotes,1,"Charlie Coyote",#AD0000,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/9/98/University_of_South_Dakota_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of South Dakota",,,,,,65.36
"South Dakota State",womens-soccer,"NCAA D1",Summit,Jackrabbits,1,"Jack the Jackrabbit",#FFD100,#0033A0,https://upload.wikimedia.org/wikipedia/en/e/e7/SDSU_South_Dakota_State_University_Logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:South Dakota State University",,1,"Summit League","wikipedia:2025 NCAA Division I women's soccer tournament",,75.99
"South Florida",womens-soccer,"NCAA D1",American,Bulls,1,"Rocky D. Bull",,,https://upload.wikimedia.org/wikipedia/en/3/3b/University_of_South_Florida_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of South Florida",,,,,6.8,81.41
"Southeast Missouri State",womens-soccer,"NCAA D1","Ohio Valley",Redhawks,1,"Rowdy the Redhawk",#C8102E,#000000,,"wikipedia:Southeast Missouri State University",,,,,5.8,61.88
"Southeastern Louisiana",womens-soccer,"NCAA D1",Southland,Lions,1,"Roomie the Lion",#1B5633,#FFC629,https://upload.wikimedia.org/wikipedia/commons/a/af/Southeastern_Louisiana_University_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southeastern Louisiana University",,,,,,65.63
"Southeastern University (Florida)",womens-soccer,NAIA,"Sun Conference",Fire,0,Scorch,,,https://upload.wikimedia.org/wikipedia/commons/f/f3/Southeastern_univ_flamelogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southeastern University",,1,"Sun Conference",agent-research:2025-womens-soccer,6.5,55.77
Southern,womens-soccer,"NCAA D1",SWAC,Jaguars,1,,,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Southern_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southern University",,,,,5.5,65.36
"Southern Connecticut State",womens-soccer,"NCAA D2","Northeast-10 Conference",Owls,1,"Otus the Owl",#003399,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/5/5f/Scsu_univ_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southern Connecticut State University",,,,,5.3,51.94
"Southern Illinois",womens-soccer,"NCAA D1","Missouri Valley",Salukis,1,Saluki,#6c0633,#171717,https://upload.wikimedia.org/wikipedia/commons/2/2b/Southern_Illinois_University_Carbondale.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southern Illinois University Carbondale",,,,,,70.05
"Southern Indiana",womens-soccer,"NCAA D1","Ohio Valley","Screaming Eagles",1,"Archibald Eagle (Archie)",#C41E3A,#1D2951,https://upload.wikimedia.org/wikipedia/commons/1/18/University_of_Southern_Indiana_Logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of Southern Indiana",,,,,4.8,65.86
"Southern Miss",womens-soccer,"NCAA D1","Sun Belt","Golden Eagles",1,"Seymour d'Campus",,,https://upload.wikimedia.org/wikipedia/en/2/2b/University_of_Southern_Mississippi_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of Southern Mississippi",,,,,,62.51
"Southern Nazarene",womens-soccer,"NCAA D2","Great American Conference","Crimson Storm",0,,#a20b35,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/f/f5/Southern_nazarene_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southern Nazarene University",,,,,5.5,55.24
"Southern New Hampshire",womens-soccer,"NCAA D2","Northeast-10 Conference",Penmen,1,"Petey Penmen",#001E60,#F2A900,https://upload.wikimedia.org/wikipedia/en/9/97/Logo_of_SNHU.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southern New Hampshire University",,,,,5.4,58.49
"Southern Oregon University",womens-soccer,NAIA,"Cascade Collegiate Conference",Raiders,1,"Red-tailed hawk",#cf142b,,https://upload.wikimedia.org/wikipedia/commons/f/f1/South_oregon_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southern Oregon University",,,,,6.5,54.52
"Southern Utah",womens-soccer,"NCAA D1","Big Sky",Thunderbirds,1,,#E91D2D,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/0/0e/SUU_Academic_Logo_2016.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southern Utah University",,,,,,61.23
"Southern Virginia University",womens-soccer,"NCAA D3","USA South Athletic Conference",Knights,1,,#892333,#ffffff,https://upload.wikimedia.org/wikipedia/commons/3/37/South_virginia_univ_textlogo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southern Virginia University",,,,,6.5,45.73
"Southern Wesleyan",womens-soccer,"NCAA D2","Conference Carolinas",Warriors,1,"Ty the Warrior",,,https://upload.wikimedia.org/wikipedia/commons/9/98/South_wesleyan_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southern Wesleyan University",,,,,5.4,50.06
"Southwest Baptist",womens-soccer,"NCAA D2","Great Lakes Valley Conference",Bearcats,1,,,,https://upload.wikimedia.org/wikipedia/commons/f/f5/South_baptist_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southwest Baptist University",,,,,5.5,44.34
"Southwest Minnesota State",womens-soccer,"NCAA D2","Northern Sun Intercollegiate Conference",Mustangs,1,,#3A1807,#BCAA71,https://upload.wikimedia.org/wikipedia/commons/9/9d/Southwest_msu_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southwest Minnesota State University",,,,,,46.63
"Southwestern Christian University",womens-soccer,NAIA,"Sooner Athletic Conference",Eagles,1,,#0039a6,,,"wikipedia:Southwestern Christian University",,,,,,47.05
"Southwestern College (Kansas)",womens-soccer,NAIA,"Kansas Collegiate Athletic Conference",Moundbuilders,1,,,,https://upload.wikimedia.org/wikipedia/en/f/f8/SouthwesternCollege-logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southwestern College (Kansas)",,,,,,45.71
"Southwestern Oklahoma State",womens-soccer,"NCAA D2","Great American Conference",Bulldogs,1,,#1B365D,#ffffff,https://upload.wikimedia.org/wikipedia/commons/a/a7/Swosu_oklahoma_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southwestern Oklahoma State University",,,,,,56.7
"Southwestern University",womens-soccer,"NCAA D3","Southern Athletic Association",Pirates,1,"The Captain",#FFCC33,,https://upload.wikimedia.org/wikipedia/commons/7/77/SU-signature.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Southwestern University",,,,,,41.8
"Spalding University",womens-soccer,"NCAA D3","St. Louis Intercollegiate Athletic Conference","Golden Eagles",1,"Ollie the Eagle",,,https://upload.wikimedia.org/wikipedia/commons/1/17/Spalding_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Spalding University",,,,,,46.68
"Spartanburg Methodist College",womens-soccer,NAIA,"Appalachian Athletic Conference",Pioneers,1,"Big Blue",,,https://upload.wikimedia.org/wikipedia/commons/e/ef/Smcsc.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Spartanburg Methodist College",,,,,,48.72
"Spring Arbor University",womens-soccer,NAIA,"Crossroads League",Cougars,1,Cougar,#001641,#ffdd00,https://upload.wikimedia.org/wikipedia/en/1/1f/Spring_Arbor_University_wordmark.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Spring Arbor University",,,,,6.5,59.21
"Spring Hill",womens-soccer,"NCAA D2","Gulf South Conference",Badgers,1,Beaumont,,,,"wikipedia:Spring Hill College",,,,,5.4,52.73
"Springfield College",womens-soccer,"NCAA D3","New England Women's and Men's Athletic Conference",Pride,0,"Spirit the Majestic Lion",#862633,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/8/81/Springfield_College_%28MA%29_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Springfield College",,,,,6.5,44.05
"St Lawrence University",womens-soccer,"NCAA D3","Liberty League",Saints,1,,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/St_lawrence_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:St. Lawrence University",,,,,8.8,41.89
